MICHELIN_NM,FCLTY_NM,RDNMADR_NM,AREA_NM,CTPRVN_ENG_NM,SIGNGU_ENGL_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,CTPRVN_SIMCH_CHNLNG_NM,SIGNGU_SIMCH_CHNLNG_NM,SIGNGU_TRACH_CHNLNG_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,HMPG_URL,TEL_NO,REPRSNT_MENU_NM,FOOD_SPND_PRICE,BASE_DE
빕구르망,봉피양,서울특별시 송파구 양재대로 71길 1-4,서울,Seoul Metropolitan Government,Songpa-gu,ソウル特別市,松坡?,首?特?市,松坡?,?坡區,11,11710,127.126185,37.510002,www.bjgalbi.com,02-415-5527,냉면,"13,000 - 60,000",2021-12-31
더플레이트미쉐린,벽제갈비,서울특별시 송파구 양재대로 71길 1-4,서울,Seoul Metropolitan Government,Songpa-gu,ソウル特別市,松坡?,首?特?市,松坡?,?坡區,11,11710,127.126185,37.510002,www.bjgalbi.com,02-415-5522,바비큐,"13,000 - 300,000",2021-12-31
1스타 미쉐린,비채나,"서울특별시 송파구 올림픽로 300, 롯데월드 타워 81층",서울,Seoul Metropolitan Government,Songpa-gu,ソウル特別市,松坡?,首?特?市,松坡?,?坡區,11,11710,127.102605,37.513528,www.bicena.com,02-3213-1260,한식,"77,000 - 210,000",2021-12-31
1스타 미쉐린,스테이,"서울특별시 송파구 올림픽로 300, 롯데월드 타워 81층",서울,Seoul Metropolitan Government,Songpa-gu,ソウル特別市,松坡?,首?特?市,松坡?,?坡區,11,11710,127.102605,37.513528,www.lottehotel.com/seoul-signiel,02-3213-1231,프렌치컨템퍼러리,"73,000 - 248,000",2021-12-31
1스타 미쉐린,곳간,"서울특별시 영등포구 여의대로 24, 전경련 회관 50층",서울,Seoul Metropolitan Government,Yeongdeungpo-gu,ソウル特別市,永登浦?,首?特?市,永登浦?,永登浦區,11,11560,126.920377,37.52205,www.theskyfarm.co.kr,02-2055-4447,한식,"150,000 - 300,000",2021-12-31
빕구르망,세미계,서울특별시 용산구 대사관로 34,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.001836,37.533435,,02-792-2155,바비큐,"9,000 - 19,000",2021-12-31
빕구르망,일호식,서울특별시 용산구 대사관로 35,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.001987,37.533968,,02-794-2648,한식,"11,000 - 59,000",2021-12-31
더플레이트미쉐린,쥬에,서울특별시 용산구 독서당로 124-7,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.012803,37.5375,,02-798-9700,중식,"49,000 - 180,000",2021-12-31
빕구르망,구복만두,서울특별시 용산구 두텁바위로 10,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.973175,37.545083,,02-797-8656,만두,"5,000 - 10,000",2021-12-31
1스타 미쉐린,품,"서울특별시 용산구 두텁바위로 60길 49, 대원정사 별관 3층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.983511,37.548911,www.poomseoul.com,02-777-9007,한식,"80,850 - 231,000",2021-12-31
더플레이트미쉐린,텅앤그루브조인트,서울특별시 용산구 보광로 60길 7,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.994541,37.534103,,02-790-7036,바비큐,"15,000 - 51,000",2021-12-31
더플레이트미쉐린,스테이크하우스,"서울특별시 용산구 소월로 322, 그랜드 하얏트 호텔 지하 1층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.997061,37.539359,http://seoul.grand.hyatt.com,02-799-8273,스테이크,"70,000 - 200,000",2021-12-31
더플레이트미쉐린,테판,"서울특별시 용산구 소월로 322, 그랜드 하얏트 호텔 지하 1층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.997061,37.539359,http://seoul.grand.hyatt.com,02-799-8272,테판야키,"90,000 - 175,000",2021-12-31
더플레이트미쉐린,꼼모아,서울특별시 용산구 신흥로 56,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.987704,37.543523,,02-6217-5252,프렌치,"54,000 - 100,000",2021-12-31
더플레이트미쉐린,오만지아,서울특별시 용산구 유엔 빌리지길 14,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.990193,37.532615,,02-749-2900,이탤리언,"52,000 - 180,000",2021-12-31
빕구르망,교양식사,서울특별시 용산구 이태원로 238,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.999913,37.535923,,02-795-4040,바비큐,"26,000 - 28,000",2021-12-31
빕구르망,어메이징타이,"서울특별시 용산구 이태원로 238, 3층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.999913,37.535923,,02-796-7377,타이,"24,000 - 46,000",2021-12-31
더플레이트미쉐린,미쉬매쉬,서울특별시 용산구 이태원로 55가길 21,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.000267,37.537395,www.mishmashkorea.com,02-6465-2211,코리아 컨템퍼러리,"14,000 - 68,000",2021-12-31
빕구르망,우육미엔,서울특별시 용산구 이태원로 55가길 26-8,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.999903,37.537527,,02-798-5556,타이완,"6,500 - 16,000",2021-12-31
2스타 미쉐린,모수,서울특별시 용산구 이태원로 55가길 45,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.999397,37.536496,www.mosuseoul.com,02-793-5995,창작,"120,000 - 240,000",2021-12-31
더플레이트미쉐린,소설한남,"서울특별시 용산구 한남대로 20길 21-18, 지하1층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.00911,37.535226,,02-797-5995,한식,"70,000 - 130,000",2021-12-31
더플레이트미쉐린,레드문,"서울특별시 용산구 한남대로 20길 41-4, 지하1층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.00952,37.535022,,02-8865-3112,차이나컨템퍼러리,"43,000 - 65,000",2021-12-31
더플레이트미쉐린,오스테리아오르조,"서울특별시 용산구 한남대로 20길 47, 2층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.009488,37.534905,,02-322-0801,이탤리언,"4,000 - 74,000",2021-12-31
더플레이트미쉐린,그랑아무르,"서울특별시 용산구 한남대로 20길 47-24, 리플레이스 D동 지하 1층",서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,127.010059,37.535378,,02-790-0814,프렌치,"42,000 - 152,000",2021-12-31
더플레이트미쉐린,라쿠치나,서울특별시 용산구 회나무로 44길 10,서울,Seoul Metropolitan Government,Yongsan-gu,ソウル特別市,龍山?,首?特?市,?山?,龍山區,11,11170,126.996457,37.540543,www.la-cucina.co.kr,02-794-6005,이탤리언,"40,000 - 180,000",2021-12-31
더플레이트미쉐린,두레유,서울특별시 종로구 북촌로 65,서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.984908,37.582757,www.dooreyoo.com,02-743-2468,한식,"25,000 - 250,000?",2021-12-31
1스타 미쉐린,떼레노,"서울특별시 종로구 북촌로 71, 2층",서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.984787,37.583324,www.terreno.co.kr,02-332-5525,스패니시,"49,000 - 135,000",2021-12-31
더플레이트미쉐린,주반,서울특별시 종로구 사직로 9가길 12,서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.968845,37.576833,,02-3210-3737,아시안,"14,000 - 55,000",2021-12-31
1스타 미쉐린,유유안,"서울특별시 종로구 새문안로 97, 포시즌스 호텔 11층",서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.975416,37.570701,www.fourseasons.com/seoul,02-6388-5500,중식,"8,000 - 280,000",2021-12-31
더플레이트미쉐린,이태리재,서울특별시 종로구 율곡로 1길 74-9,서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.981724,37.578801,,02-4233-6262,이탤리언,"34,000 - 93,000",2021-12-31
1스타 미쉐린,한식공간,"서울특별시 종로구 율곡로 83번지, 아라리오 스페이스 4층",서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.988441,37.577697,,02-747-8104,한식,"60,000 - 120,000",2021-12-31
빕구르망,부촌육회,서울특별시 종로구 종로 200-12,서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.999872,37.570388,www.bcyukhoe.modoo.at,02-2267-1831,육회,"13,000 - 28,000",2021-12-31
1스타 미쉐린,온지음,"서울특별시 종로구 효자로 49, 4층",서울,Seoul Metropolitan Government,Jongno-gu,ソウル特別市,鍾路?,首?特?市,?路?,鍾路區,11,11110,126.973391,37.580504,,02-4816-6615,한식,"110,000 - 176,000",2021-12-31
더플레이트미쉐린,크리스탈제이드,"서울특별시 중구 남대문로 7길 16, 지하 1층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.981053,37.564073,www.crystaljade.com,02-3789-8088,중식,"30,000 - 150,000",2021-12-31
빕구르망,금돼지식당,서울특별시 중구 다산로 149,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.011662,37.557098,,02-2231-0561,바비큐,"8,000 - 17,000?",2021-12-31
더플레이트미쉐린,브레라,"서울특별시 중구 동호로 17길 295, 2층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.006956,37.548381,www.brera.kr,02-2236-0770,이탤리언,"35,000 - 55,000",2021-12-31
3스타 미쉐린,라연,"서울특별시 중구 동호로 249, 신라호텔 23층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.005789,37.557832,www.shillahotels.com,02-2230-3367,한식,"108,000 - 270,000",2021-12-31
더플레이트미쉐린,콘티넨탈,"서울특별시 중구 동호로 249, 신라호텔 23층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.005789,37.557832,www.shillahotels.com,02-2230-3369,프렌치,"97,000 - 336,000",2021-12-31
더플레이트미쉐린,서울다이닝,"서울특별시 중구 동호로 272, 웰콤시티 2층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.003619,37.559274,www.seoul-dining.com,02-6325-6321,코리아 컨템퍼러리,"49,000 - 88,000",2021-12-31
더플레이트미쉐린,홍보각,"서울특별시 중구 동호로 287, 그랜드 앰버서더 풀만 호텔 2층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.00228,37.560416,www.grand.ambatel.com/seoul,02-2270-3141,중식,"17,000 - 330,000?",2021-12-31
빕구르망,오장동함흥냉면,서울특별시 중구 마른내로 108,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.999897,37.564279,,02-2267-9500,냉면,"11,000 - 20,000",2021-12-31
빕구르망,명동교자,서울특별시 중구 명동 10길 29,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.985748,37.562572,www.mdkj.co.kr,02-776-5348,칼국수,"9,000 - 10,000",2021-12-31
빕구르망,하동관,서울특별시 중구 명동 9길 12,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.985044,37.564431,www.hadongkwan.com,02-776-5656,곰탕,"13,000 - 50,000",2021-12-31
더플레이트미쉐린,고려삼계탕,서울특별시 중구 서소문로 11길 1,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.972918,37.563011,www.krsamgye-tang.com,02-752-9376,볼고기,"16,000 - 34,000",2021-12-31
빕구르망,만족오향졸발,서울특별시 중구 서소문로 134-7,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.976027,37.563263,www.manjok.net,02-753-4755,족발,"6,000 - 53,000",2021-12-31
빕구르망,유림면,서울특별시 중구 서소문로 139-1,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.976082,37.564219,,02-755-0659,메밀국수,"9,000 - 10,000",2021-12-31
더플레이트미쉐린,나인스게이트,"서울특별시 중구 소공로 106, 웨스틴 조선 호텔 1층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980164,37.564498,www.echosunhotel.com,02-317-0366,프렌치,"55,000 - 213,000",2021-12-31
더플레이트미쉐린,홍연,"서울특별시 중구 소공로 106, 웨스틴 조선 호텔 1층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980164,37.564498,www.echosunhotel.com,02-317-0494,중식,"80,000 - 385,000",2021-12-31
더플레이트미쉐린,스시조,"서울특별시 중구 소공로 106, 웨스틴 조선 호텔 20층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980164,37.564498,www.echosunhotel.com,02-317-0373,일식,"40,000 - 320,000",2021-12-31
1스타 미쉐린,주옥,"서울특별시 중구 소공로 119, 더 플라자호텔 3층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.978136,37.56466,,02-518-9393,코리아 컨템퍼러리,"70,000 - 140,000",2021-12-31
빕구르망,금산제면소,서울특별시 중구 소공로 6길 13,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.983719,37.558608,,,탄탄면,"12,000",2021-12-31
1스타 미쉐린,피에르가니에르,"서울특별시 중구 을지로 30, 롯데호텔 35층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980921,37.564657,www.pierregagnaire.co.kr,02-317-7181,프렌치컨템퍼러리,"75,000 - 340,000",2021-12-31
더플레이트미쉐린,도림,"서울특별시 중구 을지로 30, 롯데호텔 37층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980921,37.564657,www.lottehotel.com/seoul,02-317-7101,중식,"42,000 - 400,000",2021-12-31
더플레이트미쉐린,모모야마,"서울특별시 중구 을지로 30, 롯데호텔 38층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980921,37.564657,www.lottehotel.com/seoul,02-317-7031,일식,"30,000 - 350,000",2021-12-31
더플레이트미쉐린,무궁화,"서울특별시 중구 을지로 30, 롯데호텔 38층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.980921,37.564657,www.lottehotel.com/seoul,02-317-7061,한식,"73,000 - 230,000",2021-12-31
빕구르망,남포면옥,서울특별시 중구 을지로 3길 24,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.981791,37.567215,,02-777-3131,냉면,"10,000 - 85,000",2021-12-31
빕구르망,이나니와요스케,서울특별시 중구 을지로 6,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.979213,37.565381,,02-772-9994,우동,"8,000 - 70,000",2021-12-31
더플레이트미쉐린,평양면옥,서울특별시 중구 장충단로 207,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,127.006544,37.563173,,02-2267-7784,냉면,"12,000 - 90,000",2021-12-31
빕구르망,우래옥,서울특별시 중구 창경궁로 62-29,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.998723,37.568224,,02-2265-0151,냉면,"12,000 - 59,000",2021-12-31
빕구르망,충무로쭈꾸미불고기,서울특별시 중구 퇴계로 31길 11,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.992211,37.561772,,02-2279-0803,바비큐,"28,000 - 35,000",2021-12-31
더플레이트미쉐린,라망시크레,"서울특별시 중구 퇴계로 67, 레스케이프 호텔 26층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.979503,37.559851,www.lescapehotel.com,02-317-4003,유러피안컨템퍼러리,"55,000 - 150,000",2021-12-31
더플레이트미쉐린,팔레드신,"서울특별시 중구 퇴계로 67, 레스케이프 호텔 6층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.979503,37.559851,www.lescapehotel.com,02-317-4001,중식,"60,000 - 150,000",2021-12-31
1스타 미쉐린,제로컴플렉스,"서울특별시 중구 퇴계로 6가길 30, 3층",서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.978041,37.55673,,02-532-0876,창작,"70,000 - 130,000?",2021-12-31
서울2021,가온,서울특별시 강남구 신사동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.026502,37.52381,,,한식,,2021-12-31
서울2021,라연,서울특별시 중구 장충동2가,서울,Seoul Metropolitan Government,,,,,,,11,11140,127.000587,37.554995,,,한식,,2021-12-31
서울2021,권숙수,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,한식,,2021-12-31
서울2021,모수,서울특별시 용산구 한남동,서울,Seoul Metropolitan Government,,,,,,,11,11170,127.005176,37.537545,,,이노베이트브,,2021-12-31
서울2021,밍글스,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,컨템퍼러리,,2021-12-31
서울2021,알라프리마,서울특별시 강남구 논현동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.031713,37.51368,,,이노베이트브,,2021-12-31
서울2021,임프레션,서울특별시 강남구 신사동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.026502,37.52381,,,컨템퍼러리,,2021-12-31
서울2021,정식당,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,컨템퍼러리,,2021-12-31
서울2021,코지마,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,스시,,2021-12-31
서울2021,라망시크레,서울특별시 중구 회현동,서울,Seoul Metropolitan Government,,,,,,,11,11140,126.97938,37.557291,,,컨템퍼러리,,2021-12-31
서울2021,무니,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,일식,,2021-12-31
서울2021,미토우,서울특별시 강남구 신사동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.026502,37.52381,,,일식,,2021-12-31
서울2021,세븐스도어,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,컨템퍼러리,,2021-12-31
서울2021,떼레노,서울특별시 종로구 가회동,서울,Seoul Metropolitan Government,,,,,,,11,11110,126.984841,37.582685,,,스패니시,,2021-12-31
서울2021,라미띠에,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,프렌치,,2021-12-31
서울2021,묘미,서울특별시 강남구 논현동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.031713,37.51368,,,이노베이트브,,2021-12-31
서울2021,무오키,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11650,127.050467,37.524402,,,컨템퍼러리,,2021-12-31
서울2021,브트르메종,서울특별시 강남구 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.050467,37.524402,,,프렌치,,2021-12-31
서울2021,비채나,서울특별시 송파구 신천동,서울,Seoul Metropolitan Government,,,,,,,11,11710,127.098973,37.523926,,,한식,,2021-12-31
서울2021,스와니예,서울특별시 서초구 반포동,서울,Seoul Metropolitan Government,,,,,,,11,11650,127.000758,37.50397,,,이노베이트브,,2021-12-31
서울2021,스테이,서울특별시 송파구 신천동,서울,Seoul Metropolitan Government,,,,,,,11,11710,127.098973,37.523926,,,프렌치,,2021-12-31
서울2021,에빗,서울특별시 강남구 역삼동,서울,Seoul Metropolitan Government,,,,,,,11,11680,127.03855,37.500085,,,이노베이트브,,2021-12-31
서울2021,오프레,서울특별시 서초구 서초동,서울,Seoul Metropolitan Government,,,,,,,11,11650,127.016797,37.488382,,,프렌치,,2021-12-31
서울2021,은지음,서울특별시 종로구 창성동,서울,Seoul Metropolitan Government,,,,,,,11,11110,126.972473,37.580568,,,한식,,2021-12-31
서울2021,유유안,서울특별시 종로구 당주동,서울,Seoul Metropolitan Government,,,,,,,11,11110,126.974011,37.571589,,,중식,,2021-12-31
서울2021,익스퀴진,서울특별시 강남두 청담동,서울,Seoul Metropolitan Government,,,,,,,11,11650,127.047378,37.51734,,,컨템퍼러리,,2021-12-31
서울2021,제로콤플렉스,서울특별시 중구 남창동,서울,Seoul Metropolitan Government,,,,,,,11,11140,126.977615,37.558087,,,이노베이트브,,2021-12-31
서울2021,주옥,서울특별시 중구 태평로2가,서울,Seoul Metropolitan Government,,,,,,,11,11140,126.99747,37.563763,,,한식,,2021-12-31
서울2021,테이블포포,서울특별시 서초구 반포동,서울,Seoul Metropolitan Government,,,,,,,11,11650,127.000758,37.50397,,,컨템퍼러리,,2021-12-31
서울2021,폼,서울특별시 용산구 후암동,서울,Seoul Metropolitan Government,,,,,,,11,11170,126.980623,37.549905,,,한식,,2021-12-31
서울2021,피에르가니에르,서울특별시 중구 소공동,서울,Seoul Metropolitan Government,,,,,,,11,11140,126.980057,37.564082,,,프렌치,,2021-12-31
서울2021,한식공간,서울특별시 종로구 원서동,서울,Seoul Metropolitan Government,,,,,,,11,11110,126.988255,37.58393,,,한신,,2021-12-31
그린스타,"꽃,밥에피다",서울특별시 종로구 관훈동,서울,Seoul Metropolitan Government,,,,,,,11,11110,126.984674,,,,한식,,2021-12-31
그린스타,황금콩밭,서울특별시 마포구 아현동,서울,Seoul Metropolitan Government,,,,,,,11,11440,126.956319,37.554477,,,두부,,2021-12-31
빕구르망,필동면옥,서울 중구 서애로 26,서울,Seoul Metropolitan Government,Jung-gu,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.9969996,37.5603604,,02-2266-2611,냉면,"13,000",2021-12-31
빕구르망,멘텐,서울 중구 삼일대로 305 동북빌딩1층,서울,Seoul Metropolitan Government,,ソウル特別市,中?,首?特?市,中?,中區,11,11140,126.9885965,37.5619628,,,라멘,"10,500",2021-12-31
1스타 미쉐린,솔밤,서울 강남구 도산대로37길 6 4층,서울,Seoul Metropolitan Government,,ソウル特別市,江南?,首?特?市,江南?,江南區,11,11680,127.0316861,37.521378,,0507-1385-7308,컨템퍼러리,"180,000",2021-12-31
1스타 미쉐린,윤서울,서울 마포구 홍익로2길 31 1층,서울,Seoul Metropolitan Government,,ソウル特別市,麻浦?,首?特?市,麻浦?,麻浦區,11,11440,126.9241172,37.5549964,,0507-1350-3323,한식,"85,000",2021-12-31
1스타 미쉐린,소울,서울 용산구 신흥로26길 35 바나힐 지하1층 소울,서울,Seoul Metropolitan Government,,ソウル特別市,龍山?,首?特?市,龍山?],龍山區,11,11170,126.9844339,37.5453354,,0507-1335-7685,컨템퍼러리,"99,000",2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
,,,,,,,,,,,,,,,,,,,2021-12-31
